Record_ID,Country,Region,Device_Category,Device_Subcategory,Product_Name,Manufacturer,SKU_Code,Launch_Year,Market_Segment,Regulatory_Status,Units_Sold_2022,Units_Sold_2023,Units_Sold_2024,ASP_USD_2022,ASP_USD_2023,ASP_USD_2024,Revenue_2022_USD,Revenue_2023_USD,Revenue_2024_USD,YoY_Growth_2023,YoY_Growth_2024,CAGR_2022_2024,Market_Share_Pct,Competitor_Rank,Clinical_Trials,Patent_Status,Reimbursement_Coverage,Survey_Satisfaction_Score,Data_Quality_Flag
MD-0165,UK,Europe,Wound Care,Negative Pressure Devices,DEPU Negative Pro 484,DePuy Synthes,SKU-WOU-1020,2010,Home Care,Under Review,48510,50394,46607,6239.59,6657.61,6715.1,302682510.9,335503598.3,312970665.7,0.038837353,-0.075147835,-0.019810745,11.89,11,12,Active,Pending,4.7,Clean
MD-0166,Japan,Asia Pacific,Neurology,Deep Brain Stimulators,INTU Deep Pro 660,Intuitive Surgical,SKU-NEU-1547,2014,Hospital,PMDA Approved,17613,22513,19887,2593.07,2622.37,2754.85,45671741.91,59037415.81,54785701.95,0.2782036,-0.116643717,0.062595493,16.13,12,9,Active,Unknown,5.0,Clean
MD-0167,India,Asia Pacific,Ophthalmology,Laser Systems,PHIL Laser Pro 371,Philips Healthcare,SKU-OPH-8113,2012,Hospital,FDA Approved,22198,20921,19571,10473.09,10990.71,11543.51,232481651.8,229936643.9,225918034.2,-0.057527705,-0.064528464,-0.061034609,7.38,9,3,Filed,Unknown,3.2,Review
MD-0168,Japan,Asia Pacific,Cardiovascular,Heart Valves,MEDT Heart Pro 964,Medtronic,SKU-CAR-8005,2011,Outpatient Clinic,Conditional Approval,31978,30054,25893,2603.94,2609.41,2554.65,83268793.32,78423208.14,66147552.45,-0.060166364,-0.138450789,-0.100159499,9.06,11,12,Active,Unknown,3.8,Clean
MD-0169,Germany,Europe,Ophthalmology,OCT Devices,BOST OCT Pro 254,Boston Scientific,SKU-OPH-7078,2016,Outpatient Clinic,CE Marked,29714,25853,27090,3987.84,4235.4,4371.22,118494677.8,109497796.2,118416349.8,-0.129938749,0.047847445,-0.045174645,9.98,13,10,Active,Full,3.7,Clean
MD-0170,China,Asia Pacific,Diabetes Care,CGM Sensors,HOLO CGM Pro 504,Hologic,SKU-DIA-7342,2023,Long-Term Care,Under Review,35595,41261,52457,8612.08,8576.95,8601.6,306546987.6,353893534.0,451214131.2,0.15917966,0.271345823,0.213967965,8.36,3,1,Active,Partial,4.9,Clean
MD-0171,China,Asia Pacific,Diagnostics,MRI Systems,BECT MRI Pro 189,Becton Dickinson,SKU-DIA-2283,2020,Home Care,CE Marked,41605,38132,42622,4830.25,5071.67,5369.92,200962551.3,193392920.4,228876730.2,-0.083475544,0.117748872,0.012148298,5.33,8,8,Licensed,Pending,3.7,Clean
MD-0172,Australia,Asia Pacific,Diabetes Care,Insulin Pens,ABBO Insulin Pro 904,Abbott,SKU-DIA-7790,2012,Ambulatory Surgery Center,Conditional Approval,39030,43409,55744,1548.05,1519.6,1604.32,60420391.5,65964316.4,89431214.08,0.112195747,0.284157663,0.195087734,11.96,10,6,Filed,Unknown,3.5,Clean
MD-0173,Brazil,Latin America,Cardiovascular,Stents,ZIMM Stents Pro 863,Zimmer Biomet,SKU-CAR-7602,2012,Long-Term Care,Conditional Approval,45117,52432,45482,13349.13,13435.42,13383.47,602272698.2,704445941.4,608706982.5,0.162134007,-0.13255264,0.00403689,14.8,5,5,Licensed,Unknown,3.0,Clean
MD-0174,UK,Europe,Wound Care,Dressings,HOLO Dressings Pro 761,Hologic,SKU-WOU-2609,2023,Ambulatory Surgery Center,CE Marked,20192,26015,27300,12396.06,12391.55,12587.89,250301243.5,322366173.3,343649397.0,0.288381537,0.04939458,0.162764207,14.92,12,7,Active,Partial,3.4,Review
MD-0175,Canada,North America,Wound Care,Compression Systems,HOLO Compression Pro 277,Hologic,SKU-WOU-1920,2018,Ambulatory Surgery Center,FDA Approved,20889,24425,25194,11718.72,12042.99,12435.04,244792342.1,294150030.8,313288397.8,0.169275695,0.031484135,0.098220984,8.49,15,0,Expired,Partial,3.5,Clean
MD-0176,China,Asia Pacific,Orthopaedics,Spine Fixation,HOLO Spine Pro 700,Hologic,SKU-ORT-8605,2018,Home Care,FDA Approved,45141,38990,39676,8930.95,8837.48,9418.57,403152014.0,344573345.2,373691183.3,-0.136261935,0.017594255,-0.062484724,5.03,14,2,Filed,Unknown,4.7,Clean
MD-0177,UK,Europe,Cardiovascular,Defibrillators,MEDT Defibrillators Pro 899,Medtronic,SKU-CAR-3669,2023,Long-Term Care,CE Marked,15006,17126,19779,4072.8,4134.08,4019.18,61116436.8,70800254.08,79495361.22,0.141276823,0.154910662,0.148073504,11.02,1,2,Active,Pending,4.3,Clean
MD-0178,UK,Europe,Diabetes Care,Blood Glucose Meters,DEPU Blood Pro 204,DePuy Synthes,SKU-DIA-5511,2016,Home Care,PMDA Approved,30580,29460,31228,10174.08,10791.38,10939.08,311123366.4,317914054.8,341605590.2,-0.036625245,0.060013578,0.010539618,11.16,5,8,Active,Unknown,4.3,Clean
MD-0179,Brazil,Latin America,Cardiovascular,Heart Valves,ZIMM Heart Pro 158,Zimmer Biomet,SKU-CAR-6327,2023,Outpatient Clinic,PMDA Approved,43499,50893,63696,4516.93,4455.92,4697.44,196481938.1,226775136.6,299208138.2,0.169980919,0.251567013,0.210086577,0.95,8,10,Licensed,Unknown,3.3,Clean
MD-0180,UK,Europe,Neurology,Spinal Cord Stimulators,BECT Spinal Pro 787,Becton Dickinson,SKU-NEU-1578,2019,Long-Term Care,CE Marked,22989,27056,25704,8042.79,8495.91,9088.23,184895699.3,229865341.0,233603863.9,0.176910696,-0.049970432,0.057402459,15.84,3,2,Filed,Unknown,4.7,Clean
MD-0181,Germany,Europe,Neurology,EEG Systems,DEPU EEG Pro 530,DePuy Synthes,SKU-NEU-5237,2021,Long-Term Care,CE Marked,45045,56523,64690,3372.69,3354.36,3575.27,151922821.1,189598490.3,231284216.3,0.254811855,0.144489854,0.198382008,8.62,2,4,Filed,Unknown,4.2,Review
MD-0182,USA,North America,Wound Care,Negative Pressure Devices,SIEM Negative Pro 519,Siemens Healthineers,SKU-WOU-4187,2018,Hospital,Under Review,35223,34668,30311,12820.88,12629.98,12529.35,451589856.2,437856146.6,379777127.9,-0.01575675,-0.125677859,-0.072343994,3.66,2,5,Licensed,Partial,4.7,Review
MD-0183,France,Europe,Ophthalmology,Laser Systems,EDWA Laser Pro 190,Edwards Lifesciences,SKU-OPH-1950,2010,Home Care,PMDA Approved,14222,16960,15702,11479.03,11752.84,12387.41,163254764.7,199328166.4,194507111.8,0.192518633,-0.074174528,0.050744558,8.01,8,10,Expired,Pending,3.9,Review
MD-0184,USA,North America,Cardiovascular,Stents,DEPU Stents Pro 419,DePuy Synthes,SKU-CAR-7112,2010,Outpatient Clinic,Conditional Approval,12989,11145,9493,11017.37,10961.06,11689.62,143104618.9,122161013.7,110969562.7,-0.141966279,-0.148227905,-0.145102825,5.86,2,6,Expired,Full,4.0,Clean
MD-0185,UK,Europe,Orthopaedics,Trauma Plates,DEPU Trauma Pro 292,DePuy Synthes,SKU-ORT-9524,2019,Long-Term Care,PMDA Approved,28920,36138,46905,5173.86,5531.64,5584.29,149628031.2,199902406.3,261931122.5,0.249585062,0.297941225,0.273533654,13.23,3,0,Expired,Pending,3.5,Clean
MD-0186,USA,North America,Diabetes Care,Insulin Pumps,ABBO Insulin Pro 769,Abbott,SKU-DIA-7006,2021,Hospital,Under Review,42464,40982,44696,776.38,838.04,873.92,32968200.32,34344555.28,39060728.32,-0.034900151,0.090625153,0.025944526,8.28,2,11,Active,Full,3.2,Clean
MD-0187,UK,Europe,Neurology,EEG Systems,STRY EEG Pro 623,Stryker,SKU-NEU-1152,2014,Home Care,FDA Approved,43916,47611,53812,10525.86,10695.02,11431.36,462253667.8,509200597.2,615144344.3,0.0841379,0.130243011,0.106950443,9.21,10,1,Active,Unknown,4.6,Clean
MD-0188,UK,Europe,Wound Care,Skin Substitutes,EDWA Skin Pro 787,Edwards Lifesciences,SKU-WOU-7713,2014,Ambulatory Surgery Center,FDA Approved,36422,39093,36882,14000.21,14089.34,13670.9,509915648.6,550794568.6,504210133.8,0.073334798,-0.05655744,0.006295051,3.11,2,9,Active,Full,4.3,Clean
MD-0189,Germany,Europe,Ophthalmology,IOLs,INSU IOLs Pro 468,Insulet Corp,SKU-OPH-5192,2020,Ambulatory Surgery Center,Under Review,19900,19280,16822,12207.02,13014.58,13844.23,242919698.0,250921102.4,232887637.1,-0.031155779,-0.127489627,-0.080583537,15.4,15,11,Filed,Pending,3.2,Clean
MD-0190,USA,North America,Wound Care,Skin Substitutes,SMIT Skin Pro 509,Smith+Nephew,SKU-WOU-3793,2015,Outpatient Clinic,Under Review,41250,40042,47244,5620.7,5663.98,5564.98,231853875.0,226797087.2,262911915.1,-0.029284848,0.179861146,0.070191147,8.87,7,6,Licensed,Unknown,4.4,Clean
MD-0191,Germany,Europe,Diagnostics,MRI Systems,HOLO MRI Pro 129,Hologic,SKU-DIA-3611,2011,Home Care,Conditional Approval,32132,38912,44954,2759.85,2792.34,2818.72,88679500.2,108655534.1,126712738.9,0.211004606,0.155273438,0.182810828,7.7,1,7,Expired,Pending,3.2,Clean
MD-0192,UK,Europe,Ophthalmology,Tonometers,MEDT Tonometers Pro 197,Medtronic,SKU-OPH-9598,2022,Long-Term Care,Conditional Approval,15179,19581,22546,5107.59,5248.26,5495.26,77528108.61,102766179.1,123896132.0,0.290005929,0.151422297,0.218745909,12.34,7,7,Licensed,Partial,3.7,Clean
MD-0193,Canada,North America,Diabetes Care,CGM Sensors,MEDT CGM Pro 328,Medtronic,SKU-DIA-3571,2018,Home Care,Under Review,11339,10020,10733,3651.33,3931.45,3835.28,41402430.87,39393129.0,41164060.24,-0.116324191,0.071157685,-0.027088836,8.27,10,3,Licensed,Pending,3.2,Review
MD-0194,Germany,Europe,Wound Care,Dressings,SIEM Dressings Pro 733,Siemens Healthineers,SKU-WOU-6178,2011,Home Care,FDA Approved,7226,7453,6455,8259.03,8761.59,9261.84,59679750.78,65300130.27,59785177.2,0.031414337,-0.13390581,-0.054853469,17.13,6,10,Filed,Partial,4.3,Clean
MD-0195,China,Asia Pacific,Wound Care,Dressings,EDWA Dressings Pro 919,Edwards Lifesciences,SKU-WOU-8751,2021,Outpatient Clinic,Under Review,7972,7125,8168,82.84,83.59,86.91,660400.48,595578.75,709880.88,-0.106246864,0.146385965,0.012218381,16.2,8,11,Filed,Unknown,3.2,Clean
MD-0196,India,Asia Pacific,Cardiovascular,Heart Valves,PHIL Heart Pro 748,Philips Healthcare,SKU-CAR-4209,2013,Hospital,Under Review,14628,15442,18555,10765.98,10570.62,10735.43,157484755.4,163231514.0,199195903.7,0.055646705,0.201593058,0.126258297,17.23,3,7,Active,Pending,4.3,Review
MD-0197,USA,North America,Diabetes Care,CGM Sensors,GE H CGM Pro 206,GE Healthcare,SKU-DIA-8091,2023,Long-Term Care,Under Review,33814,40627,51173,10392.67,10279.41,10892.85,351417743.4,417621590.1,557419813.1,0.201484592,0.259581067,0.230189922,7.83,10,8,Licensed,Unknown,4.8,Clean
MD-0198,UK,Europe,Neurology,Neurostents,ZIMM Neurostents Pro 421,Zimmer Biomet,SKU-NEU-8419,2022,Ambulatory Surgery Center,CE Marked,27549,30886,38573,7708.8,8192.44,8440.33,212369731.2,253031701.8,325568849.1,0.121129624,0.248882989,0.183283447,5.59,6,3,Expired,Partial,4.2,Clean
MD-0199,Japan,Asia Pacific,Diabetes Care,Blood Glucose Meters,DEPU Blood Pro 646,DePuy Synthes,SKU-DIA-2890,2022,Outpatient Clinic,Conditional Approval,31981,35571,45324,10666.35,11137.45,11898.42,341120539.4,396170234.0,539283988.1,0.112254151,0.274184026,0.190469014,2.36,7,12,Filed,Pending,3.0,Clean
MD-0200,USA,North America,Ophthalmology,IOLs,STRY IOLs Pro 133,Stryker,SKU-OPH-5374,2022,Ambulatory Surgery Center,PMDA Approved,45286,43599,53527,10374.39,10399.97,10950.08,469814625.5,453428292.0,586124932.2,-0.037252131,0.227711645,0.08718755,12.32,9,1,Filed,Pending,4.2,Clean
MD-0201,Canada,North America,Neurology,EEG Systems,GE H EEG Pro 861,GE Healthcare,SKU-NEU-5712,2021,Hospital,Under Review,25898,26868,32366,10292.97,11077.72,10810.95,266567337.1,297636181.0,349907207.7,0.03745463,0.204630043,0.117921739,15.56,8,9,Filed,Partial,4.7,Clean
MD-0202,France,Europe,Wound Care,Skin Substitutes,INTU Skin Pro 385,Intuitive Surgical,SKU-WOU-4170,2014,Home Care,CE Marked,45238,39968,51283,11039.44,10853.19,10576.11,499402186.7,433780297.9,542374649.1,-0.116494982,0.283101481,0.064719023,4.96,6,2,Filed,Partial,4.2,Review
MD-0203,Japan,Asia Pacific,Cardiovascular,Stents,INSU Stents Pro 638,Insulet Corp,SKU-CAR-6285,2019,Hospital,Conditional Approval,43877,43241,52125,8274.89,8092.98,8480.19,363077348.5,349948548.2,442029903.8,-0.014495066,0.205453158,0.089944969,9.34,7,8,Expired,Partial,3.1,Clean
MD-0204,Canada,North America,Neurology,Deep Brain Stimulators,EDWA Deep Pro 870,Edwards Lifesciences,SKU-NEU-4624,2013,Outpatient Clinic,PMDA Approved,24145,23713,30296,9293.29,9499.92,9801.51,224386487.1,225271603.0,296946547.0,-0.017891903,0.277611437,0.120157371,4.71,11,10,Active,Full,3.7,Clean
MD-0205,Australia,Asia Pacific,Diagnostics,MRI Systems,SMIT MRI Pro 922,Smith+Nephew,SKU-DIA-6258,2016,Hospital,Under Review,17315,18927,18496,13674.47,14500.85,14663.92,236773448.1,274457588.0,271223864.3,0.09309847,-0.022771702,0.033540883,11.9,6,0,Licensed,Pending,3.6,Clean
MD-0206,Germany,Europe,Cardiovascular,Stents,INTU Stents Pro 650,Intuitive Surgical,SKU-CAR-9814,2018,Hospital,FDA Approved,14313,16483,19748,12981.02,13197.32,12952.27,185797339.3,217531425.6,255781428.0,0.151610424,0.198082873,0.174616842,0.92,12,11,Licensed,Full,4.4,Clean
MD-0207,USA,North America,Cardiovascular,Pacemakers,MEDT Pacemakers Pro 543,Medtronic,SKU-CAR-3916,2022,Outpatient Clinic,Conditional Approval,5116,5672,5402,3916.79,3966.47,4122.45,20038297.64,22497817.84,22269474.9,0.108678655,-0.047602257,0.027571433,9.86,11,6,Filed,Full,4.3,Clean
MD-0208,Germany,Europe,Wound Care,Negative Pressure Devices,DEPU Negative Pro 504,DePuy Synthes,SKU-WOU-2189,2015,Long-Term Care,FDA Approved,19494,23472,23134,1343.25,1416.03,1441.72,26185315.5,33237056.16,33352750.48,0.204062789,-0.014400136,0.08936868,2.89,7,2,Active,Pending,4.1,Clean
MD-0209,UK,Europe,Ophthalmology,Laser Systems,ZIMM Laser Pro 412,Zimmer Biomet,SKU-OPH-7113,2010,Long-Term Care,Conditional Approval,9765,8841,7534,8969.99,9230.9,9915.53,87591952.35,81610386.9,74703603.02,-0.094623656,-0.147833955,-0.121631639,11.8,9,3,Expired,Unknown,3.8,Clean
MD-0210,Japan,Asia Pacific,Diagnostics,CT Scanners,PHIL CT Pro 572,Philips Healthcare,SKU-DIA-5140,2013,Hospital,CE Marked,44473,53805,66369,12778.25,13705.45,14793.31,568287112.3,737421737.3,981817191.4,0.209835181,0.233509897,0.221615189,2.22,12,10,Active,Unknown,3.1,Clean
MD-0211,Brazil,Latin America,Orthopaedics,Spine Fixation,BOST Spine Pro 698,Boston Scientific,SKU-ORT-4842,2011,Outpatient Clinic,Conditional Approval,5074,6368,6323,6787.16,7043.7,7069.23,34438049.84,44854281.6,44698741.29,0.255025621,-0.007066583,0.116313969,8.0,1,12,Expired,Unknown,3.6,Clean
MD-0212,China,Asia Pacific,Wound Care,Skin Substitutes,DEPU Skin Pro 664,DePuy Synthes,SKU-WOU-8145,2014,Outpatient Clinic,CE Marked,45036,53135,66155,6969.58,7035.52,7060.86,313882004.9,373832355.2,467111193.3,0.179833911,0.245036228,0.211996684,15.23,14,10,Active,Partial,4.2,Clean
MD-0213,Canada,North America,Diagnostics,Ultrasound,DEPU Ultrasound Pro 137,DePuy Synthes,SKU-DIA-2252,2021,Hospital,FDA Approved,33738,38266,46519,8704.57,9179.94,9119.39,293674782.7,351279584.0,424224903.4,0.134210682,0.215674489,0.174236344,6.9,4,10,Filed,Pending,4.6,Clean
MD-0214,UK,Europe,Diagnostics,X-Ray,GE H X-Ray Pro 875,GE Healthcare,SKU-DIA-9362,2011,Home Care,PMDA Approved,33410,28557,27343,14461.8,15589.88,16295.44,483168738.0,445200203.2,445566215.9,-0.145255911,-0.042511468,-0.095341135,17.1,11,2,Expired,Pending,3.4,Clean
MD-0215,Brazil,Latin America,Orthopaedics,Knee Implants,STRY Knee Pro 565,Stryker,SKU-ORT-8989,2013,Hospital,PMDA Approved,24711,23606,27167,7792.38,8237.02,8341.55,192557502.2,194443094.1,226614888.9,-0.044716928,0.150851478,0.048517494,12.82,9,10,Active,Full,3.6,Clean
MD-0216,UK,Europe,Diabetes Care,Insulin Pumps,BECT Insulin Pro 453,Becton Dickinson,SKU-DIA-7201,2015,Long-Term Care,FDA Approved,34360,33096,42617,3382.34,3431.87,3637.43,116217202.4,113581169.5,155016354.3,-0.036786962,0.287678269,0.113691384,15.94,8,9,Licensed,Pending,3.0,Clean
MD-0217,China,Asia Pacific,Cardiovascular,Heart Valves,STRY Heart Pro 593,Stryker,SKU-CAR-3461,2012,Ambulatory Surgery Center,PMDA Approved,39954,46857,42323,3493.68,3700.61,3882.78,139586490.7,173399482.8,164330897.9,0.17277369,-0.09676249,0.029219698,11.83,7,3,Licensed,Pending,4.2,Clean
MD-0218,China,Asia Pacific,Cardiovascular,Stents,PHIL Stents Pro 677,Philips Healthcare,SKU-CAR-3639,2012,Long-Term Care,FDA Approved,38004,34815,32198,13840.58,14211.93,14419.43,525997402.3,494788343.0,464276807.1,-0.08391222,-0.075168749,-0.079550866,11.11,8,1,Active,Unknown,3.4,Review
MD-0219,Japan,Asia Pacific,Diagnostics,X-Ray,PHIL X-Ray Pro 704,Philips Healthcare,SKU-DIA-3338,2022,Long-Term Care,CE Marked,41342,47412,45943,10876.59,10960.27,11178.18,449659983.8,519648321.2,513559123.7,0.146824053,-0.030983717,0.054177965,2.4,4,6,Active,Partial,3.8,Clean
MD-0220,Canada,North America,Ophthalmology,OCT Devices,HOLO OCT Pro 195,Hologic,SKU-OPH-3450,2019,Hospital,CE Marked,31686,39788,44559,13172.4,13547.25,14262.03,417380666.4,539017983.0,635501794.8,0.255696522,0.119910526,0.185861608,0.52,13,9,Licensed,Partial,4.1,Review
MD-0221,Canada,North America,Neurology,Neurostents,HOLO Neurostents Pro 879,Hologic,SKU-NEU-1711,2021,Long-Term Care,Under Review,15539,19770,21093,11541.64,11640.4,12321.46,179345544.0,230130708.0,259896555.8,0.272282644,0.066919575,0.165085086,13.9,15,2,Active,Pending,3.5,Clean
MD-0222,UK,Europe,Diabetes Care,Insulin Pens,ZIMM Insulin Pro 470,Zimmer Biomet,SKU-DIA-4096,2010,Hospital,Conditional Approval,34745,31375,26770,9835.46,10284.49,10333.33,341733057.7,322675873.8,276623244.1,-0.096992373,-0.146772908,-0.122235469,4.94,14,6,Active,Partial,4.3,Clean
MD-0223,India,Asia Pacific,Diabetes Care,Blood Glucose Meters,PHIL Blood Pro 414,Philips Healthcare,SKU-DIA-5514,2020,Home Care,CE Marked,27581,30296,33352,2721.86,2807.6,2872.77,75071620.66,85059049.6,95812625.04,0.09843733,0.100871402,0.099653693,15.62,2,11,Filed,Pending,3.3,Clean
MD-0224,Brazil,Latin America,Wound Care,Skin Substitutes,ABBO Skin Pro 923,Abbott,SKU-WOU-4513,2018,Home Care,PMDA Approved,36582,41202,47714,828.19,838.79,872.3,30296846.58,34559825.58,41620922.2,0.126291619,0.15805058,0.142060709,8.12,2,7,Active,Partial,4.9,Clean
MD-0225,China,Asia Pacific,Orthopaedics,Knee Implants,PHIL Knee Pro 279,Philips Healthcare,SKU-ORT-1618,2021,Home Care,Under Review,40736,46654,45670,14454.77,14112.49,14890.04,588829510.7,658404108.5,680028126.8,0.145276905,-0.021091439,0.058830188,12.0,13,0,Licensed,Pending,3.4,Clean
MD-0226,UK,Europe,Diagnostics,MRI Systems,INTU MRI Pro 382,Intuitive Surgical,SKU-DIA-9364,2018,Ambulatory Surgery Center,Conditional Approval,11607,13386,13545,9842.54,10603.58,10386.77,114242361.8,141939521.9,140688799.7,0.153269579,0.011878082,0.080263028,10.76,9,10,Licensed,Unknown,3.8,Clean
MD-0227,Germany,Europe,Cardiovascular,Heart Valves,DEPU Heart Pro 618,DePuy Synthes,SKU-CAR-6703,2015,Outpatient Clinic,CE Marked,40238,51640,54461,6089.15,5909.59,5846.08,245015217.7,305171227.6,318383362.9,0.283363984,0.054628195,0.163388088,17.07,13,8,Active,Full,3.6,Clean
MD-0228,UK,Europe,Diabetes Care,Blood Glucose Meters,DEPU Blood Pro 128,DePuy Synthes,SKU-DIA-8254,2016,Long-Term Care,Under Review,16443,19581,25113,6909.78,7052.67,7296.35,113617512.5,138098331.3,183233237.6,0.190841087,0.282518768,0.235830103,11.59,4,4,Licensed,Full,3.1,Clean
MD-0229,France,Europe,Neurology,Neurostents,GE H Neurostents Pro 587,GE Healthcare,SKU-NEU-9776,2010,Outpatient Clinic,CE Marked,19327,17236,19875,12325.07,12058.39,12932.06,238206627.9,207838410.0,257024692.5,-0.108190614,0.15310977,0.014077963,5.21,12,3,Filed,Unknown,4.8,Clean
MD-0230,Brazil,Latin America,Ophthalmology,Laser Systems,STRY Laser Pro 180,Stryker,SKU-OPH-4965,2023,Outpatient Clinic,CE Marked,15521,14609,14059,9298.02,9178.63,9010.99,144314568.4,134090605.7,126685508.4,-0.058759101,-0.037648025,-0.048262096,17.26,14,12,Licensed,Full,4.7,Review
MD-0231,France,Europe,Diabetes Care,Blood Glucose Meters,SIEM Blood Pro 653,Siemens Healthineers,SKU-DIA-5501,2017,Ambulatory Surgery Center,Conditional Approval,18867,19415,23056,1967.28,2022.03,2055.49,37116671.76,39257712.45,47391377.44,0.029045423,0.187535411,0.105453698,14.08,8,6,Active,Unknown,4.7,Clean
MD-0232,Canada,North America,Neurology,Neurostents,DEPU Neurostents Pro 375,DePuy Synthes,SKU-NEU-1137,2010,Ambulatory Surgery Center,Under Review,38576,34538,34977,12934.54,12812.78,12798.86,498962815.0,442527795.6,447665726.2,-0.104676483,0.012710638,-0.047790123,7.92,7,5,Licensed,Unknown,3.4,Clean
MD-0233,France,Europe,Wound Care,Dressings,ZIMM Dressings Pro 976,Zimmer Biomet,SKU-WOU-8384,2012,Long-Term Care,CE Marked,38241,44310,53898,10826.19,11458.98,11815.21,414004331.8,507747403.8,636816188.6,0.158704009,0.216384563,0.187194032,13.42,8,2,Licensed,Partial,4.6,Clean
MD-0234,Japan,Asia Pacific,Neurology,Spinal Cord Stimulators,BOST Spinal Pro 320,Boston Scientific,SKU-NEU-9470,2018,Outpatient Clinic,Under Review,20163,19415,24003,763.25,748.66,739.65,15389409.75,14535233.9,17753818.95,-0.037097654,0.23631213,0.091076464,13.53,5,10,Filed,Pending,3.2,Clean
MD-0235,France,Europe,Diabetes Care,Blood Glucose Meters,EDWA Blood Pro 899,Edwards Lifesciences,SKU-DIA-1324,2016,Hospital,PMDA Approved,45037,57800,54304,8659.62,9018.17,8920.77,390003305.9,521250226.0,484433494.1,0.283389213,-0.060484429,0.098072925,9.03,12,5,Filed,Unknown,4.3,Review
MD-0236,Germany,Europe,Neurology,Neurostents,SIEM Neurostents Pro 333,Siemens Healthineers,SKU-NEU-3373,2023,Ambulatory Surgery Center,PMDA Approved,28144,31917,35339,12741.07,12458.83,12307.08,358584674.1,397648477.1,434919900.1,0.134060546,0.10721559,0.120557681,5.18,11,10,Filed,Unknown,3.6,Review
MD-0237,UK,Europe,Neurology,Neurostents,DEPU Neurostents Pro 867,DePuy Synthes,SKU-NEU-9535,2017,Home Care,CE Marked,12551,15492,14039,3557.68,3549.43,3733.38,44652441.68,54987769.56,52412921.82,0.234323958,-0.093790343,0.057618216,2.17,15,2,Active,Partial,3.8,Review
MD-0238,Canada,North America,Cardiovascular,Pacemakers,INTU Pacemakers Pro 855,Intuitive Surgical,SKU-CAR-7504,2018,Hospital,FDA Approved,17700,19968,17730,13977.26,14157.33,14089.79,247397502.0,282693565.4,249811976.7,0.128135593,-0.112079327,0.000847099,9.72,3,10,Filed,Pending,3.3,Clean
MD-0239,USA,North America,Ophthalmology,Tonometers,HOLO Tonometers Pro 705,Hologic,SKU-OPH-6328,2023,Home Care,Under Review,35927,45651,50072,2069.97,2223.84,2289.05,74367812.19,101520519.8,114617311.6,0.270659949,0.096843443,0.180557086,9.84,15,8,Licensed,Pending,4.3,Clean
MD-0240,Brazil,Latin America,Diabetes Care,Insulin Pumps,INTU Insulin Pro 452,Intuitive Surgical,SKU-DIA-2467,2017,Outpatient Clinic,PMDA Approved,27514,26603,26246,51.38,54.45,57.9,1413669.32,1448533.35,1519643.4,-0.033110417,-0.013419539,-0.0233146,16.64,13,8,Filed,Pending,3.0,Review
MD-0241,UK,Europe,Cardiovascular,Defibrillators,INTU Defibrillators Pro 854,Intuitive Surgical,SKU-CAR-5799,2019,Ambulatory Surgery Center,FDA Approved,36427,37087,38395,8430.29,8543.45,8440.58,307090173.8,316850930.2,324076069.1,0.018118429,0.035268423,0.026657616,7.89,4,3,Licensed,Pending,3.5,Clean
MD-0242,Australia,Asia Pacific,Wound Care,Compression Systems,ZIMM Compression Pro 378,Zimmer Biomet,SKU-WOU-9715,2022,Outpatient Clinic,Under Review,12820,15820,14745,4379.45,4554.88,4727.74,56144549.0,72058201.6,69710526.3,0.23400936,-0.06795196,0.072453265,1.37,9,5,Licensed,Partial,3.0,Clean
MD-0243,Japan,Asia Pacific,Cardiovascular,Heart Valves,ZIMM Heart Pro 610,Zimmer Biomet,SKU-CAR-3048,2021,Home Care,FDA Approved,15757,14033,12021,3296.96,3350.46,3539.53,51950198.72,47017005.18,42548690.13,-0.10941169,-0.143376327,-0.126559087,6.28,14,11,Filed,Pending,4.6,Clean
MD-0244,USA,North America,Orthopaedics,Trauma Plates,ABBO Trauma Pro 889,Abbott,SKU-ORT-9899,2017,Ambulatory Surgery Center,CE Marked,16889,20566,25146,1873.33,1975.42,1970.26,31638670.37,40626487.72,49544157.96,0.217715673,0.222697656,0.220204122,3.99,12,11,Licensed,Partial,5.0,Clean
MD-0245,Canada,North America,Ophthalmology,Laser Systems,SIEM Laser Pro 753,Siemens Healthineers,SKU-OPH-7375,2020,Outpatient Clinic,PMDA Approved,10894,12344,10726,14064.44,14448.43,14417.57,153218009.4,178351419.9,154642855.8,0.133100789,-0.131075826,-0.007740625,15.61,4,5,Filed,Partial,4.8,Clean
MD-0246,China,Asia Pacific,Ophthalmology,OCT Devices,EDWA OCT Pro 804,Edwards Lifesciences,SKU-OPH-1246,2012,Outpatient Clinic,Conditional Approval,8341,8575,8226,14534.08,15027.05,15718.03,121228761.3,128856953.8,129296514.8,0.02805419,-0.040699708,-0.006917584,3.26,2,12,Expired,Unknown,3.2,Clean
MD-0247,France,Europe,Wound Care,Negative Pressure Devices,MEDT Negative Pro 924,Medtronic,SKU-WOU-6824,2020,Ambulatory Surgery Center,Conditional Approval,7538,6834,6524,14726.05,15561.63,16390.08,111004964.9,106348179.4,106928881.9,-0.093393473,-0.045361428,-0.069687386,6.77,3,0,Licensed,Partial,4.4,Clean
